,content,tokens_final,cluster,action_cluster
588,수요가 공급보다 많아지는 성수기에 어떻게 할인이 더 높겠음? 상식적으로 생각해서 말이 된다고 생각함? 오히려 시즌 끝나고 재고정리로 들어가는 할인이 더 크겠지 뭐 이런 말도 안되는 개소리를 씨부려놨는지,"['수요', '공급', '많다', '성수기', '할인', '높다', '상식', '생각', '생각', '시즌', '끝나다', '재다', '정리', '들어가다', '할인', '크다', '개소리', '씨부리다']",4,2
589,먹튀 저거 네이버 스토어를 주말에 오픈 못하게 막아 주면 상당히 막아 질텐데 안 막네요,"['먹튀', '네이버', '스토어', '주말', '오픈', '막다', '막다', '막다']",4,3
590,이거 당해본사람 아니면 열받는거 모름ㅡㅡ 진심 이렇게 통수칠 수 있구나함,"['당하다', '사람', '진심', '통수', '치다']",4,3
591,캐쉬백이니 제휴카드 할인이니 뭐니 다 말장난 같아요 마케팅효과 원래 1000만원인데 할인해서 800만원이에요 하면서 소비자 눈속임 ㅜㅜ,"['캐쉬', '제휴', '카드', '할인', '말장난', '마케팅', '효과', '원래', '할인', '소비자', '눈속임']",4,2
592,혼수 1탄 보고 바로 2탄까지 쫓아왔습니당! 꿀팁 너무 감사드려요♥️,"['혼수', '쫓아오다', '감사', '드리다']",4,3
593,넘나 따수운 댓글에 감동받고 가요오💗💗 결혼 준비 기간 동안 행복한 일만 가득하세요!ㅎㅎ,"['넘다', '따다', '수운', '댓글', '감동', '결혼', '준비', '기간', '동안', '행복']",4,1
594,너무 큰 도움이에요 ❤❤ 진짜 너무너무 꿀팁들 ! 잘 활용해서 준비할게요 감사해요❤❤,"['크다', '도움', '활용', '준비', '감사']",4,3
595,고민 중이였던 부분이 해결이 되었어요~ 구독! 좋아요!,"['고민', '해결', '구독', '좋다']",4,1
596,정보 너무 감사합니다. 고급형과 보급형이 있던데요 차이 무엇인지 알수있을까요?,"['정보', '감사', '고급', '보급', '차이']",4,3
597,하늘과 땅차이 ...... 그럴거면 그인치 c3c사는게 .......,"['하늘', '차이', '사다']",4,4
598,감사합니다 추천하는 모델 있으실까요?,"['감사', '추천', '모델']",4,3
599,세부내용 컨텐츠도 한번 준비해볼게요!,"['세부', '내용', '컨텐츠', '준비']",4,3
600,네 글쿤요 취지 잘알겠습니다 영상잘참조해서볼께요^^,"['글쿤요', '취지', '영상', '참조']",4,1
601,이분 구독자 590명인데 설명이 너무 심플하면서 유익함,"['구독자', '설명', '심플', '유익']",4,3
602,삼성 양문형 852L 쿠팡 62만원 구매 내일 옴~ ㅎㅎ,"['삼성', '문형', '쿠팡', '구매', '내일']",4,2
603,비싼게 좋지요. 이래서 티코사러 갔다가 그랜저 사서 나오는거죠. 영상의 요점이 뭐지?,"['비싸다', '좋다', '티코', '사다', '그랜저', '사다', '나오다', '영상', '요점']",4,1
604,키친핏은 뚱냉보다 용량도 작으면서 왜 비싼거죠,"['키친', '뚱냉', '용량', '작다', '비싸다']",4,2
605,내부 소재도 나뉘던데 그건 없네요ㅜㅜ,"['내부', '소재', '나뉘다']",4,4
606,냉각방식의 차이가 가장 큰데 그건 언급 조차 없네.,"['냉각', '방식', '차이', '크다', '언급']",4,3
607,구독자 적은 채널 구독 잘 안하는데 내용이 너무 알차네요 구독하구 갑니다😁,"['구독자', '적다', '채널', '구독', '내용', '알차다', '구독']",4,3
608,비스포크 ai 뚱냉 4도어 쓰는데 할인할때 170정도에 잘사서 잘쓰는거같아용,"['비스', '포크', '뚱냉', '도어', '쓰다', '할인', '사다', '쓰다']",4,2
609,그래두 10년은 넘었으니 그나마 다행이네요😂,"['넘다', '다행']",4,3
610,넌그냥 주는대로 처먹고 사는 감빵같은데 가면 잘살겠다,"['처먹다', '사다', '살다']",4,2
611,참으로 정리를 깔끔하게 잘 하셨네요. 수고 많으셨습니다.,"['정리', '깔끔', '수고', '많다']",4,3
612,시중가 아님 권소가에서 할인 결국 시중가!,"['시중', '할인', '시중']",4,2
613,부품 ㅋㅋ갈아끼우는거면 리퍼브가 아니라 동네 가전제품 파는곳ㅋㅋ이지ㅋㅋ,"['부품', '갈다', '끼우다', '리퍼브', '동네', '가전제품', '파', '이지']",4,1
614,스크레치 있는게 스크레치 없는 일반물건보다 비쌈 ㅋㅋ,"['스크레치', '스크레치', '일반', '물건', '비싸다']",4,4
615,50~70%는 과장이고 최저가보다 조금 더 저렴하지....,"['늘다', '과장', '최저', '저렴하다']",4,2
616,21년 5월 22일에 방송됐다고 더보기에 나와있네요,"['방송', '나오다']",4,1
617,근데 저런데가서 가격보면 그냥 새거살까 싶은 생각이 절로 듦,"['가격', '사다', '생각', '들다']",4,1
618,리퍼브가 인기 끌면서 이제 가격이 많이 올라서..,"['리퍼브', '인기', '끌다', '가격', '오르다']",4,3
619,근데 전시하는 직원이 제품들을 너무 거칠게 다루는게 확 눈에띄는데 암만봐도 스크레치난것은 모두 저 직원탓인것 같다,"['전시', '직원', '제품', '거칠다', '다루다', '띄다', '스크레치', '직원']",4,1
620,버린거 수거 해와서 수리해서 파는곳!,"['버리다', '수거', '수리', '파']",4,2
621,장소가 어딘지 알아서 뭐하게 정식제품아니라고 부품을 다 갈아끼운다고 할배 틀딱아,"['장소', '정식', '제품', '부품', '갈다', '끼우다']",4,2
622,방영일자가 설명란에 적혀있는것은 맞는데 제목에 적어주면 좋겠어요.,"['방영', '일자', '설명', '적히다', '맞다', '제목', '적다', '좋다']",4,1
623,설명에 언제 방송했던건지 적혀 있습니다,"['설명', '방송', '적히다']",4,1
624,자기 능력대로 사면 됨 모닝 사는 사람과 제네시스 타는 사람이 있듯이,"['능력', '사다', '모닝', '사다', '사람', '제네시스', '타다', '사람']",4,2
625,썸네일에 1000만원되있는거 트레이더스에서 333만원주고삼 ㅋ,"['트다', '레이더스', '사다']",4,4
626,세상엔 복리라는게 있습니다. 처음에 돈을 절약했고 그 돈이 5년 불어났으면 120만원은 그다지 큰 돈은 아니네요,"['세상', '복리', '절약', '불어나다', '크다']",4,2
627,진심 존나 도움 되었음 진짜 깔끔하다 감사,"['진심', '도움', '깔끔', '감사']",4,3
628,에이~ 그럼 기능 똑같은데 소나타 타면되지 머하러 머스탱 타고 포르세911 타고 그러겠어요,"['기능', '똑같다', '소나타', '타다', '머스탱', '타다', '포르세', '타다', '그러다']",4,3
629,​ -ttm 에이 그건 엔진과 스펙이 다르잖아요,"['엔진', '스펙', '다르다']",4,3
630,​ -ttm 포르쉐911터보와 소나타는 씨티백과 리터급 오토바이 정도의 성능 차이라고 보시면 됩니다,"['포르쉐', '터보', '소나타', '씨티', '오토바이', '성능', '차이']",4,3
631,"​ -ttm 공감합니다.,그래서 호구가 생기는거지요..","['공감', '호구', '생기다']",4,1
632,저는 심플한 디자인 골라 100만원 조금 덜 들게 샀어요. 꽉 채우지 않고 필요한것 위주로 구매해서. 버리는것 줄이려고 노력중입니다,"['심플', '디자인', '고르다', '들다', '사다', '채우다', '필요', '위주', '구매', '버리다', '줄', '노력']",4,2
633,전동적인 아래위 2도어 형태는 언급도 안하네,"['전동', '아래위', '도어', '형태', '언급']",4,4
634,아 진작 봤어야 되는데... 한달전 아주 똑같은 패턴으로 크게 당했네요 ㅎㅎ,"['똑같다', '패턴', '크다', '당하다']",4,3
635,실질적으로 현실에서필요한정보였어요👍👍😍사실적으로 유튜브에서 정상적으로 볼만한것이별로없었어요😓좋은기능을 너무 사람의눈을 현혹하고구독이나 좋아요에집착하는 방송보면은 좀 질려버리는데 현실에서 우리가 알아야지식을 알려주면 보기싫어도 봅니다 잘보았습니다 감사합니다😍🙋‍♀️,"['실질', '현실', '필요', '정보', '유튜브', '정상', '좋다', '기능', '사람', '현혹', '구독', '좋다', '집착', '방송', '질리다', '현실', '지식', '알리다', '싫다', '감사']",4,3
636,​​ 이런 댓글 다는 이유가 뭐냐 욕 처먹을려고 댓글 남기냐,"['댓글', '늘다', '이유', '처먹다', '댓글', '남기다']",4,2
637,​ 왜 급발작을 하고 ㅈㄹ임?,['발작'],4,2
638,홈바있는걸 항상구입합니다 자주꺼내먹는 물 간식 꺼내먹기좋아요,"['구입', '꺼내다', '먹다', '간식', '꺼내다', '먹다', '좋다']",4,2
639,​ -m1g7n 아랫칸엔 아무것도 안넣으시나요?,"['아랫', '것', '넣다']",4,3
640,한 달 뒤에 입주해야 해서 혼수가전 공부 중인데 좋은 정보 감사드려요!,"['입주', '혼수', '가전', '공부', '좋다', '정보', '감사', '드리다']",4,3
641,조금만 기다려주세요!곧 옵니다!,['기다리다'],4,4
642,그냥 엄마말 들어. 이미 그런 주장 다 해보고 시행착오 거쳤던 거임.,"['엄마', '들다', '주장', '시행착오', '거치다']",4,2
643,원룸.고시원장점 청소가쉽고 짐을 못쌓아둠,"['원룸', '고시원', '장점', '청소', '쌓다']",4,3
644,#NAME?,"['인터넷', '서핑', '나오다']",4,1
645,어디서부터 어떻게 준비를 시작해야할지 막막했는데 정말 고맙습니다!,"['준비', '시작']",4,3
646,혹시 캐리어는 영상 안 올라올까요 ㅠㅎ,"['캐리어', '영상', '올라오다']",4,4
647,집 리모델링시 다 살꺼임.한을 풀어야지.,"['리모델링', '살다', '풀다']",4,4
648,"이번에 결혼하고 가전 준비 하면서 그간에 비교해놓으신 영상이 많은 도움되었습니다. 노써치님, 귀곰님 영상 강추! 저희는 구축 집이 한 채 있어서 샤시제외 전체 리모델링비 부가세포함 2900만원 반지, 스몰웨딩, 신혼여행, 가전제품, 가구 전체 포함 2300만원(기존예산 2000만원) 들었네요","['결혼', '가전', '준비', '비교', '영상', '많다', '도움', '노써치', '영상', '구축', '샤시제외', '전체', '리모델링', '부가세', '포함', '반지', '스몰', '웨딩', '신혼여행', '가전제품', '가구', '전체', '포함', '기존', '예산', '들다']",4,1
649,쇼핑리스트를 자취용으로 써도 상관 없는거졍?ㅎㅎ,"['쇼핑', '리스트', '자취', '쓰다', '상관', '지']",4,4
650,"준비중인데, 그냥 말그대로 막연하고 막막해서 뭐부터해야할지 싶었는데, 틀이 잡히는것 같아 좋아요! 추천","['준비', '잡히다', '좋다', '추천']",4,1
651,와~ 담에 결혼할때 진짜 노써치 정주행해야지 😂,"['결혼', '노써치', '정주']",4,1
652,혼수 장만하실때 정말 돈이 없어 어쩔수 없이 할부를 해야하는 경우가 아니라면 쓰지않는 카드가입 또는 상조(보험) 가입 등등 할인혜택을 준다는식으로 유혹 많이 하는데요~ 절대절대 꼼꼼히 계산 비교 다 해보시고 사세요~ 막상 상조보험서비스 등등은 장기적으로 보았을때 이득이 아닐수도 있어요! 여기저기 견적 다 받아보고 가장 싼곳에서 현금박치기가 젤 싸답니다 ㅠㅠㅠㅠㅠ 현금이 그만큼 있어야 하는 일이지만요!,"['혼수', '장만', '어쩌다', '할부', '쓰다', '카드', '가입', '상조', '보험', '가입', '할인', '혜택', '유혹', '계산', '비교', '사다', '상조', '보험', '서비스', '장기', '이득', '여기저기', '견적', '싸다', '현금', '박치기', '싸다', '현금']",4,4
653,국제결혼하면 혼수 300에도 가능해요. 왜냐구요? 결혼이 연애의 종착점이 아니라 연애의 시작이거든요.,"['국제', '결혼', '혼수', '가능', '결혼', '연애', '종착점', '연애', '시작']",4,1
654,노써치님들... 면도기 영상 오매불망 기다리고 있는데 언제쯤 올라올까요 😢😢,"['노써치', '면도기', '영상', '오매불망', '기다리다', '올라오다']",4,4
655,이번 인생에서는 볼필요 없는 영상 😢,"['인생', '필요', '영상']",4,3
656,아는 동생 결혼 예정 있어서 영상 공유는 해줬는데 사이트가서 리스트 찾아보는데 없는게 많네요 거의 정가에 사야하는것도 많고...,"['동생', '결혼', '예정', '영상', '공유', '사이트', '리스트', '찾다', '많다', '정가', '사다', '많다']",4,4
657,곧 만나실 수 있을 거에요! 현재 막바지 작업 중이랍니다 😊,"['만나다', '막바지', '작업']",4,2
658,잘 만들어 보겠습니다! 많이 알려주세요!,"['만들다', '알리다']",4,4
659,와 지금 알아보고있는데 딱뜨네..쵝오!,"['알아보다', '뜨다', '쵝오']",4,2
660,아... ㅠ. ㅠ 조금만 더 늦게 결혼할걸... ㅠ. ㅠ,"['늦다', '결혼']",4,3
661,그니꺄요 노서치에서 다루지 않은건 하지말자!❤,"['그니꺄', '노서치', '다루다']",4,1
662,남편분 전생에 거북선에서 노저으셨군요 복받으심,"['남편', '전생', '거북선']",4,2
663,쇼파는 어디서 구매하셧는지요 색상이 너무예뻐요,"['쇼파', '구매', '색상', '예쁘다']",4,2
664,유용한 장보였어요~! 머리 아팠는데 감사해요,"['유용', '보이다', '머리', '아프다', '감사']",4,3
665,와....너무 집중해서 봤어요! 귀한 정보 주셨네용!❤,"['집중', '귀하다', '정보']",4,3
666,핵심적으로 잘설명하는데 왜 이렇게 귀여운척을 하시는건지.. 좀 거북한게 아쉽네요 ㅠㅠ 애같이 말안하면 더 유익한 영상일것 같습니다..,"['핵심', '설명', '유익', '영상']",4,3
667,대기를 건다는 게 무슨 의미죠? 어떻게 하는건가요?,"['대기', '걸다', '의미']",4,3
668,밀로티 제품입니다! 저도 너ㅓㅓㅓ무 만족하면서 쓰고있어요😍,"['제품', '만족', '쓰다']",4,4
669,도움이 되셨다니 정말 다행이예요! 🥰🥰,"['도움', '다행']",4,3
670,완전 꿀팁 한가득! 찜해놓고 봐야겠어요💚,['찜하다'],4,2
671,이런 좋은 정보들을 깔끔하게 잘 알려주셔서 너무 감사드려요 ! ㅜ저는 아니지만 준비하는데 어려워하는 친구에게 공유할려구요 ㅎㅎ 감사합니당❤️,"['좋다', '정보', '알리다', '감사', '드리다', '준비', '어려워하다', '친구', '공유', '감사']",4,3
672,니네때문에 하이마트가 장사가안된다ㅡㅡ남들피해주지마라,"['하이마트', '장사', '피하다']",4,1
673,무조건 최신! As긴거!,"['최신', '길다']",4,2
674,호아아아ㅏㅏㅏㅏ🙊🙊 아니! 이렇게 뿌듯할수가!진짜! 감동…!✨ 도움이 되었다니 너무 다행이예요! 앞으로도 꿀팁 많이 공유하겠습니다♥️,"['감동', '도움', '다행', '공유']",4,3
675,저희가 알아볼때만 해도 블프는 딱히 말이 없더라구요 ㅠㅠ 그래서 제외됐습니다!,"['알아보다', '블프', '제외']",4,4
676,"오오오! 결혼 축하드려요! 다른 영상에 웨딩링, 필수 가전, 웨딩홀 등 결혼 할 때 필요한 정보들 싹 정리해뒀으니까 필요한 정보 있으시다면 ㄱㄱ!🙌🏻","['결혼', '축하', '드리다', '영상', '웨딩', '필수', '가전', '웨딩', '결혼', '필요', '정보', '정리', '필요', '정보']",4,3
677,ㅋㅋㅌㅋㅌㅋㅋ 짝궁에게 잘 전달해주겠습니다!,['전달'],4,1
678,삼성폰이랑 삼성가전이랑 할인에 무슨 관계가 있을까요:?,"['삼성', '삼성', '가전', '할인', '관계']",4,4
679,어차피 이삿날 맞춰서 제품 받는게 가능하니까 요유가 되신다면 미리 구입해두는것도 괜찮지 않을까요?!,"['사다', '맞추다', '제품', '가능', '구입', '괜찮다']",4,2
680,좋은 정보 얻어갑니다 ㅎㅎ 구독 눌렀어요 자주 소통해요~,"['좋다', '정보', '구독', '누르다', '소통']",4,3
681,혼수를 얼마나 삐까뻔쩍하게 하길래 1800이나오냐?,"['혼수', '삐까', '나오다']",4,1
