,content,vector,cluster,tokens_final,text_for_tfidf,action_cluster
509,"단품이면 온라인도 괜찮을 것 같아요, 오프라인으로 보고 온 뒤 가격비교하고요!","[-0.00287437  0.02186584 -0.02992249 ... -0.02770996 -0.03564453
 -0.00317764]",2,"['온라인', '괜찮다', '오프라인', '가격', '비교']",온라인 괜찮다 오프라인 가격 비교,0
510,발품 팔아서 오프라인 견적 받고 온라인으로도 알아보고 더 싼곳에서 하려구요!,"[-0.01747131  0.04269409 -0.02124023 ... -0.03927612 -0.03237915
 -0.00437546]",2,"['발품', '팔다', '오프라인', '견적', '온라인', '알아보다', '싸다']",발품 팔다 오프라인 견적 온라인 알아보다 싸다,0
511,오프라인 보고 온라인으로 사면 좋을거같아요!,"[-0.00700378  0.0246582  -0.03149414 ... -0.02671814 -0.03186035
 -0.01433563]",2,"['오프라인', '온라인', '사다', '좋다']",오프라인 온라인 사다 좋다,1
512,온라인도 싸긴한데 오프라인에서 한 번에 다 샀어요!,"[-0.00437927  0.03884888 -0.03942871 ... -0.00222015 -0.04748535
 -0.00123119]",2,"['온라인', '싸다', '오프라인', '사다']",온라인 싸다 오프라인 사다,1
513,저는 오프라인으로 샀는데 온라인도 괜찮아보여요!,"[ 0.00024271  0.01438141 -0.03839111 ... -0.01585388 -0.03430176
 -0.01647949]",2,"['오프라인', '사다', '온라인', '괜찮다', '보이다']",오프라인 사다 온라인 괜찮다 보이다,1
514,저흰 한꺼번에 구매하는건 아니었어서 온라인으로 최저가 보고사거나 했던거같아요,"[ 0.01052856  0.01713562 -0.02600098 ... -0.02772522 -0.03677368
 -0.00574875]",2,"['구매', '온라인', '최저', '사다']",구매 온라인 최저 사다,1
515,저희는 온라인으로 했어요 ㅎㅎ,"[ 0.00634384  0.02920532  0.00278091 ... -0.02664185 -0.02433777
 -0.00423431]",2,['온라인'],온라인,1
516,저는 오프라인으로 돌아다니면서 삿어요,"[ 0.00130177  0.02615356 -0.019104   ... -0.01687622 -0.02073669
 -0.01774597]",2,"['오프라인', '돌아다니다', '사다']",오프라인 돌아다니다 사다,0
517,갖고싶은 브랜드가 다 달라서 온라인이 더 저렴했어요 ! 온라인 추천드립니다 ~,"[-0.00134659  0.03411865 -0.0411377  ... -0.01832581 -0.02288818
 -0.01620483]",2,"['갖다', '브랜드', '다르다', '온라인', '저렴하다', '온라인', '추천', '드리다']",갖다 브랜드 다르다 온라인 저렴하다 온라인 추천 드리다,0
518,온라인으로 대부분샀던것 같습니다,"[ 0.01287079  0.02218628 -0.02738953 ... -0.02540588 -0.03421021
 -0.01622009]",2,"['온라인', '부분', '사다']",온라인 부분 사다,1
519,온라인으로 구매 했어요. 오프라인에서 보구요.,"[ 0.0044136   0.0206604  -0.03060913 ... -0.02494812 -0.04278564
 -0.02331543]",2,"['온라인', '구매', '오프라인']",온라인 구매 오프라인,1
520,"전 온,오프라인 두개 다 찾아보고 온라인으로 구매했어요","[ 0.01138306  0.01901245 -0.02941895 ... -0.01477814 -0.03616333
 -0.01246643]",2,"['오프라인', '찾아보다', '온라인', '구매']",오프라인 찾아보다 온라인 구매,1
521,오프라인에 혜택이 괜찮을거 같은데요~!?,"[ 0.01570129  0.02812195 -0.03302002 ... -0.02200317 -0.02824402
 -0.01140594]",2,"['오프라인', '혜택', '괜찮다']",오프라인 혜택 괜찮다,0
522,오프라인에서 발품팔아서 사려구해용,"[-0.00975037  0.03149414 -0.01560974 ... -0.02574158 -0.03112793
 -0.01538086]",2,"['오프라인', '발품', '팔다', '사다']",오프라인 발품 팔다 사다,0
523,그래도 직접 보고 사는게 좋을 거 같아서 오프라인 추천드려요,"[ 0.00590897  0.02630615 -0.02197266 ... -0.03475952 -0.02886963
 -0.00775909]",2,"['사다', '좋다', '오프라인', '추천', '드리다']",사다 좋다 오프라인 추천 드리다,0
524,온라인 오프라인 비교해보고 구매할 것 같아요,"[ 0.0171051   0.02284241 -0.0219574  ... -0.02833557 -0.03659058
 -0.02267456]",2,"['온라인', '오프라인', '비교', '구매']",온라인 오프라인 비교 구매,0
525,오프라인으로 했고 삼성에서 견적받았어요,"[ 0.00375175  0.03094482 -0.03540039 ... -0.02288818 -0.0294342
 -0.00751877]",2,"['오프라인', '삼성', '견적']",오프라인 삼성 견적,0
526,오프라인으로 보러다닐것 같아요,"[ 0.0074234   0.03140259 -0.00152016 ... -0.0231781  -0.01774597
 -0.00338173]",2,"['오프라인', '다니다']",오프라인 다니다,0
527,오프라인에서 보고 온라인에서 구매했어여 임직원이라,"[-0.00365448  0.01837158 -0.03533936 ... -0.00817108 -0.04794312
 -0.01358032]",2,"['오프라인', '온라인', '구매', '임직원']",오프라인 온라인 구매 임직원,1
528,오프라인 행사가가 커서 오프라인에서 했습니다,"[ 0.02938843  0.03283691 -0.03622437 ... -0.00485992 -0.02246094
 -0.01424408]",2,"['오프라인', '행사', '크다', '오프라인']",오프라인 행사 크다 오프라인,2
529,먼저 오프라인 가서 가격 비교를 해보고 어느 채널에서 구매할지 결정하는 게 좋은 것 같습니다!,"[ 0.01179504  0.02133179 -0.02462769 ... -0.02734375 -0.02592468
 -0.00561905]",2,"['오프라인', '가격', '비교', '채널', '구매', '결정', '좋다']",오프라인 가격 비교 채널 구매 결정 좋다,0
530,저는 베스트샵에서 구매했어요,"[ 0.02659607 -0.00363541 -0.03259277 ... -0.0229187  -0.04742432
 -0.00129128]",2,"['베스트', '구매']",베스트 구매,2
531,5개 이상만 되어도 오프라인에서 혼수할인받는게 나은 것 같더라구요,"[ 0.01651001  0.02178955 -0.03019714 ... -0.01811218 -0.02627563
  0.02355957]",2,"['이상', '오프라인', '혼수', '할인']",이상 오프라인 혼수 할인,2
532,온라인보다는 그래도 오프라인에서 확인하면서 사는게 나은거 같아요,"[ 0.00440598  0.01835632 -0.01721191 ... -0.03038025 -0.03161621
 -0.01980591]",2,"['온라인', '오프라인', '확인', '사다']",온라인 오프라인 확인 사다,1
533,온라인 보다는 가서 보는게 더 좋는 것 같어요,"[ 0.00950623  0.02838135 -0.01267242 ... -0.02809143 -0.01956177
 -0.00660706]",2,"['온라인', '좋다']",온라인 좋다,0
534,오프라인으로 가격알아보고 한번에 사는게 싸더라구요!,"[-0.00217628  0.04071045 -0.02323914 ... -0.01580811 -0.02854919
 -0.01174927]",2,"['오프라인', '가격', '알아보다', '사다', '싸다']",오프라인 가격 알아보다 사다 싸다,0
535,오프라인에서 할인받아사는게 더 싸다고하더라고요!,"[-0.00348663  0.03970337 -0.03125    ... -0.01771545 -0.03961182
 -0.0154953 ]",2,"['오프라인', '할인', '사다', '싸다']",오프라인 할인 사다 싸다,2
536,저는 둘다 비교해보고 온라인으로 샀어용!,"[ 0.00218964  0.00543976 -0.02523804 ... -0.0369873  -0.03625488
 -0.01274109]",2,"['비교', '온라인', '사다']",비교 온라인 사다,1
537,"여러개 묶어서 사면 오프라인, 몇개 안되는 것 같으면 온라인으로 할 예정이에요 !","[-0.00511551  0.02624512 -0.02842712 ... -0.01324463 -0.0328064
 -0.00128937]",2,"['묶다', '사다', '오프라인', '온라인', '예정']",묶다 사다 오프라인 온라인 예정,1
538,저희는 온라인으로 주문했습니다,"[ 0.01021576  0.04110718  0.00252914 ... -0.0223999  -0.0390625
 -0.01268768]",2,"['온라인', '주문']",온라인 주문,1
539,온라인 손품 파는게 훨씬 이득이에요,"[-0.00329971  0.04354858 -0.02601624 ... -0.03167725 -0.03045654
 -0.00738525]",2,"['온라인', '파', '이득']",온라인 파 이득,1
540,오프라인에서 마니사고 할인받았어요,"[ 0.0111618   0.02127075 -0.01724243 ... -0.01963806 -0.03091431
 -0.01895142]",2,"['오프라인', '말', '사고', '할인']",오프라인 말 사고 할인,0
541,구매 품목이 4개이상 정도면 오프라인이 나을 수 있을 거 같아요 혼수할인이 꽤 들어가서 양쪽 다 견적 내보시고 현명한 선택하세요~,"[ 0.03265381  0.0083847  -0.03381348 ... -0.03240967 -0.03442383
  0.00735092]",2,"['구매', '품목', '이상', '오프라인', '혼수', '할인', '들어가다', '양쪽', '견적', '내다', '현명', '선택']",구매 품목 이상 오프라인 혼수 할인 들어가다 양쪽 견적 내다 현명 선택,0
542,다 사야하면 오프라인에서 할인받고 상품권받으세영,"[ 0.00744629  0.02804565 -0.03625488 ... -0.01852417 -0.03753662
  0.01085663]",2,"['사다', '오프라인', '할인', '상품']",사다 오프라인 할인 상품,2
543,오프라인 몇군데 돌아보고 온라인으로 사려구요,"[-0.00178719  0.03201294 -0.0254364  ... -0.03384399 -0.02294922
 -0.0191803 ]",2,"['오프라인', '돌아보다', '온라인', '사다']",오프라인 돌아보다 온라인 사다,1
544,음 많이사면 오프라인 적다면 온라인이용,"[ 0.00419998  0.01673889 -0.02272034 ... -0.02223206 -0.02052307
  0.00026369]",2,"['사다', '오프라인', '적다', '온라인']",사다 오프라인 적다 온라인,1
545,오프라인에서 보고 계약했어요,"[ 0.00339127  0.03308105 -0.010849   ... -0.01065063 -0.02452087
 -0.02206421]",2,"['오프라인', '계약']",오프라인 계약,0
546,여러개사면 오프라인이 더 저렴해요 여러곳 방문해서 비교견적해보세요,"[ 0.00811768  0.02574158 -0.03414917 ... -0.03625488 -0.01858521
  0.01185608]",2,"['사다', '오프라인', '저렴하다', '방문', '비교', '견적']",사다 오프라인 저렴하다 방문 비교 견적,0
547,저는 오프라인으로 진행했어오 할인받았어용,"[ 0.00644684  0.01756287 -0.0335083  ... -0.02235413 -0.02970886
 -0.00965118]",2,"['오프라인', '진행', '할인']",오프라인 진행 할인,0
548,오프라인에서 보고 사기용,"[-0.00623322  0.0350647  -0.0124054  ... -0.01686096 -0.00048399
 -0.01902771]",2,"['오프라인', '사기']",오프라인 사기,1
549,직접 가서 보고 흥정도 하고 오프라인으로,"[ 0.01331329  0.02781677  0.00076866 ... -0.02601624 -0.01490021
 -0.01007843]",2,"['흥정', '오프라인']",흥정 오프라인,0
550,오프라인으로 견적 비교 하면서 다니는게 좋은 것 같더라구요,"[ 0.00075912  0.03845215 -0.01792908 ... -0.03573608 -0.02790833
 -0.00141907]",2,"['오프라인', '견적', '비교', '다니다', '좋다']",오프라인 견적 비교 다니다 좋다,0
551,저희는 오프라인 돌아다니면서 비교해보고 샀어요!,"[ 0.00379753  0.02357483 -0.02032471 ... -0.02455139 -0.03942871
 -0.01994324]",2,"['오프라인', '돌아다니다', '비교', '사다']",오프라인 돌아다니다 비교 사다,0
552,다들 오프라인으로 하는 걸 추천하셧어요,"[ 0.00559998  0.03869629 -0.01576233 ... -0.02253723 -0.01145172
 -0.00218201]",2,"['오프라인', '추천']",오프라인 추천,0
553,저는 온라인 임직원몰에서 햇어요,"[ 0.001544    0.01603699 -0.02357483 ... -0.01727295 -0.04632568
 -0.00475311]",2,"['온라인', '임직원']",온라인 임직원,1
554,오프라인에서 한번에 여러가지상품사는게 더 싸요,"[ 0.01151276  0.04327393 -0.03503418 ... -0.01565552 -0.02354431
 -0.01538086]",2,"['오프라인', '상품', '사다', '싸다']",오프라인 상품 사다 싸다,1
555,오프라인으로 구매했어요 혜택도있구요,"[ 0.01392365  0.03120422 -0.03540039 ... -0.01580811 -0.04400635
 -0.01508331]",2,"['오프라인', '구매', '혜택']",오프라인 구매 혜택,0
556,온라인으로 각각 최저가 비교해서요,"[ 0.01359558  0.02435303 -0.01145935 ... -0.02680969 -0.025177
 -0.01081085]",2,"['온라인', '최저', '비교']",온라인 최저 비교,0
557,요새 오프라인 견적받으러 돌아다녀봤는데 확실히 품목 늘어날수록 할인이 좋은 것 같아여,"[ 0.00998688  0.02958679 -0.02815247 ... -0.03302002 -0.02876282
  0.01617432]",2,"['오프라인', '견적', '돌아다니다', '품목', '늘어나다', '할인', '좋다']",오프라인 견적 돌아다니다 품목 늘어나다 할인 좋다,0
558,오프라인으로 비교해 보고 준비했습니당,"[ 0.01698303  0.02233887 -0.01603699 ... -0.01448822 -0.0158844
 -0.01603699]",2,"['오프라인', '비교', '준비']",오프라인 비교 준비,0
559,대부분 오프라인에서 샀어여,"[ 0.00870514  0.02328491 -0.02763367 ... -0.01989746 -0.03216553
 -0.01474762]",2,"['부분', '오프라인', '사다']",부분 오프라인 사다,1
560,오프라인으로 한꺼번에 묶어서 구매 할래영,"[ 0.0105896   0.04598999 -0.01860046 ... -0.01651001 -0.03613281
 -0.00506592]",2,"['오프라인', '묶다', '구매']",오프라인 묶다 구매,1
561,다품목은 오프라인이 저렴해서 오프라인으로 구매했어요,"[ 0.0089035   0.01681519 -0.03579712 ... -0.00955963 -0.04437256
 -0.0161438 ]",2,"['품목', '오프라인', '오프라인', '구매']",품목 오프라인 오프라인 구매,0
562,온라인으로도 많이 알아봤어요,"[ 0.01896667  0.02772522 -0.00553131 ... -0.02546692 -0.01875305
 -0.00424957]",2,"['온라인', '알아보다']",온라인 알아보다,0
563,저도 온라인으로 알아봤다가 오프라인으로 한번에사는게 할인율이 더 들어가서 오프라인에서 샀어요,"[-0.00395203  0.02523804 -0.02885437 ... -0.01901245 -0.02928162
 -0.00952148]",2,"['온라인', '알아보다', '오프라인', '사다', '할인', '들어가다', '오프라인', '사다']",온라인 알아보다 오프라인 사다 할인 들어가다 오프라인 사다,2
564,오프라인으로 알아봤어요,"[ 0.02020264  0.02790833 -0.00958252 ... -0.01869202 -0.01293182
 -0.02023315]",2,"['오프라인', '알아보다']",오프라인 알아보다,0
565,저희는 오프라인으로 매장 가서 구입했어요,"[ 0.02281189  0.02853394 -0.01622009 ... -0.01719666 -0.050354
 -0.01459503]",2,"['오프라인', '매장', '구입']",오프라인 매장 구입,1
566,백화점 혜택도 챙길겸 카드 만들어서 오프라인으로 했어요 온라인도 같은 모델로 가격이 좋다면 괜찮은거 같아요,"[ 0.00182915  0.02088928 -0.04269409 ... -0.02212524 -0.03158569
 -0.00745392]",2,"['백화점', '혜택', '챙기다', '카드', '만들다', '오프라인', '온라인', '모델', '가격', '좋다', '괜찮다']",백화점 혜택 챙기다 카드 만들다 오프라인 온라인 모델 가격 좋다 괜찮다,0
567,설치나 해패콜은 똑같을텐데 사은품이나 이런걸 오프라인에 더 챙겨주지 않나 싶어요,"[ 0.00581741  0.0102005  -0.02015686 ... -0.03366089 -0.03726196
  0.01163483]",2,"['설치', '해패콜', '똑같다', '사은품', '오프라인', '챙기다']",설치 해패콜 똑같다 사은품 오프라인 챙기다,2
568,다품목이면 오프라인이 낫고 몇가지만 사시려면 인터넷이 저렴해요,"[-0.00067377  0.01745605 -0.0284729  ... -0.03744507 -0.02990723
 -0.00691605]",2,"['품목', '오프라인', '사다', '인터넷', '저렴하다']",품목 오프라인 사다 인터넷 저렴하다,2
569,일단 오프라인에서 보고 혜택이랑 비교해서 할 것 같아요,"[ 0.01075745  0.02461243 -0.0158844  ... -0.02809143 -0.02510071
 -0.02360535]",2,"['오프라인', '혜택', '비교']",오프라인 혜택 비교,0
570,일단 여기저기 돌아다니며 발품팔아야한다고 하더라도요ㅠㅡㅠ,"[-0.00651169  0.03182983 -0.00099945 ... -0.04690552 -0.03308105
  0.00826263]",2,"['여기저기', '돌아다니다', '발품', '팔다']",여기저기 돌아다니다 발품 팔다,0
571,품목이 작아서 오프라인 이요,"[ 0.00738907  0.03640747 -0.02191162 ... -0.01679993 -0.02096558
 -0.01850891]",2,"['품목', '작다', '오프라인']",품목 작다 오프라인,0
572,저는 온라인에서 근야 최저견적 냈어요 ㅠ,"[-0.02056885  0.02166748 -0.01187897 ... -0.02653503 -0.03010559
 -0.01712036]",2,"['온라인', '최저', '견적', '내다']",온라인 최저 견적 내다,0
